FMID,MarketName,Website,Street,City,County,State,Zip,Schedule,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,updateTime
22003786,100.3 Springs Farm Farmers Market,http://www.springsfarm.com,1002 Springfield Parkway,Fort Mill,York,South Carolina,29715,,-80.9214,35.0207,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1004034,100.8 Elizabeth Avenue Farmers Market,http://www.elizabethavefarmersmarket.com,1521 Elizabeth Ave,Charlotte,Mecklenburg,North Carolina,28204,January - December Saturday 9:00 AM to 1:00 PM,-80.8269849,35.214409,Private business parking lot,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,5/24/2012 1:45:26 PM
21006057,101.9 Alleghany County Farmer's Market,,,Sparta,Alleghany,North Carolina,28675,"January - December Thursday 3:30 pm to 5:30 pm, Saturday 10:00 am to 2:00 pm",-81.1209,36.5054,Private business parking lot,N,N,N,N,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,1/26/2012 2:59:07 PM
22005084,102.6 Ninety Six Farmers Market,,SC Hwy 34 & Cane Bridge St,Ninety Six,Greenwood,South Carolina,29666,,-82.0231,34.1751,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1001102,103.3 Marion (VA) Regional Farmers Market,http://www.marionva.org,Corner of Chestnut and Cherry Streets,Marion,Smyth,Virginia,24354,May - October Saturday 8:00 AM to 12:00 PM,-81.51744,36.83263,Other,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,4/26/2012 5:01:41 PM
1003786,105.5 Elkin Farmers Market,http://surry.ces.ncsu.edu/,226 North Bridge Street,Elkin,Surry,North Carolina,28621,April - September Saturday 9:00 AM to 12:00 PM,-80.850502,36.245017,Local government building grounds,N,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,5/21/2012 10:18:14 AM
22004959,105.8 Independence Farmers Market,http://www.independenceva.com/,Main St. & Hwy. 21,Independence,,Virginia,24348,,-81.152,36.6223,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
22001879,106.4 Grow Newberry Main Street Farmers Market,,Memorial Square,Newberry,Newberry,South Carolina,29108,,-81.5983,34.2703,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22002110,107.6 Clintwood Farmers Market,,Main St.,Clintwood,Dickenson,Virginia,24228,,-82.4584,37.1505,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002943,108.7 N.C. Research Campus Farmers Market,http://www.piedmont-farmersmarket.com/the_ncrc_market,120 West Ave,Kannapolis,Cabarrus,North Carolina,28081,"January - December Thursday 3:00 PM to 6:00 PM, (Also open Saturday afternoons during the monthly Cruise In.)",-80.6258716,35.4976011,Other,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,5/11/2012 2:55:13 PM
1002945,108.7 Piedmont Farmers Market,http://www.piedmont-farmersmarket.com,Robinson Church Rd,Harrisburg,Cabarrus,North Carolina,28027,April - October Monday 4:00 PM to 7:00 PM,-80.65424,35.316631,,Y,Y,N,N,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,5/11/2012 3:02:22 PM
1002945,109.0 Piedmont Farmers Market,http://www.piedmont-farmersmarket.com,518 Winecoff School Rd,Kannapolis,Cabarrus,North Carolina,28083,June - August Tuesday 3:00 PM to 6:00 PM,-80.625572,35.444449,Other,Y,Y,N,N,Y,N,N,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,5/11/2012 3:02:22 PM
1002945,109.1 Piedmont Farmers Market,http://www.piedmont-farmersmarket.com,518 Winecoff School Rd.,Concord,Cabarrus,North Carolina,28027,January - December Saturday 8:00 AM to 12:00 PM,-80.625293,35.445009,Other,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,5/11/2012 3:02:22 PM
1004576,109.2 Dahlonega Farmers Market,http://www.dahlonegadda.org,West Main Street & Waters Street,Dahlonega,Lumpkin,Georgia,30533,May - October Saturday 8:00 AM to 1:00 PM,-83.98608,34.532086,Closed-off public street,N,N,N,N,N,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,6/1/2012 3:50:52 PM
22002014,110.8 Mint Hill Farmers Market,http://www.minthillhistory.com/market.htm,7601 Matthews Mint Hill Road,Mint Hill,Mecklenburg,North Carolina,28227,,-80.6548,35.185,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002978,111.2 China Grove Farmers Market,http://www.hist-society-srowan.com,308 N MainStreet,China Grove,Rowan,North Carolina,28023,May - September Friday 4:00 PM to 7:00 PM,-80.57783,35.57101,Other,N,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,5/12/2012 7:36:03 PM
22003778,111.3 Waxhaw Farmers Market,,Hwy 16 Providence Road,Waxhaw,Union,North Carolina,28173,,-80.7525,34.9415,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22003277,111.3 Matthews Community Farmers Market,http://www.matthewsfarmersmarket.com,N. Trade Street,Matthews,Mecklenburg,North Carolina,28105,,-80.7306,34.982,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22002115,111.9 Richlands Farmers Market,,,Richlands,Tazewell,Virginia,24641,,-81.7976,37.0947,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22004008,112.7 Hall County Farmers Market,http://www.hallfarmers.org,Jesse Jewell Pkwy SE and E Crescent Drive,Gainsville,Hall,Georgia,30503,,-83.7906,34.3156,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1003112,114.9 Downtown Gainesville Market On The Square,http://www.hallfarmers.org,Main and Spring Streets on the Historic Downtown Square,Gainesville,Hall,Georgia,30501,"June - November Friday 2:30 PM to 6:30 PM, (Our goal is to provide the freshest, highest quality, homegrown produce in the area, while assisting the farmers and vendors in having a successful location to market their produce, products and crafts.)",-83.827,34.29892,,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,5/14/2012 4:54:52 PM
22005431,115.1 Peachtree Farmers Market,,111 Peachtree Lane,Bermuda Run,Davie,North Carolina,27006,May - September Friday 4:00 PM to 8:00 PM October - November Friday 3:00 PM to 6:00 PM,-80.544627,35.929168,Other,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,N,N,8/16/2012 1:18:49 PM
22003663,116.0 Shacktown Farmers Market,http://www.ShacktownNC.com,2816 Shacktown Road,Yadkinville,Yadkin,North Carolina,27055,,-80.587,36.1157,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22003307,116.1 McMinn County Farmers Market,,Highway 30,Athens,McMinn,Tennessee,37303,,-84.6116,35.4465,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22005440,116.9 Farmington Farmers Market,http://www.farmingtoncc.org,1723 Farmington Rd,Mocksville,Davie,North Carolina,27028,May - October Saturday 8:00 AM to 1:00 PM,-80.53236,36.008918,Other,N,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,8/29/2012 12:15:53 PM
22004758,117.1 City of Galax Farmers Market,,221 Main Street,Galax,,Virginia,24333,,-80.9241,36.6604,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
22003775,117.1 Salisbury-Rowan County Farmers Market,http://www.salisburyrowanfarmersmarket.com,300 South Main Street,Salisbury,Rowan,North Carolina,28144,,-80.4722,35.6656,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22002112,117.2 Galax Downtown Farmers Market,,111 E. Grayson St.,Galax,Galax,Virginia,24333,,-80.9246,36.662,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22003308,119.0 Morgan County Farmers Market,,USDA Service Center,Warburg,Morgan,Tennessee,37887,,-84.5863,36.1034,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22004992,120.0 Lancaster County Farmers Market,,,Lancaster,Lancaster,South Carolina,29721,,-80.7193,34.7212,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1004511,120.1 Dawson County Farmers Market,http://www.caes.uga.edu/extension/dawson/DawsonCountyFarmersMarket.html,298 Academy Avenue,Dawsonville,Dawson,Georgia,30534,"June - September Wednesday 7:30 AM to 10:00 AM, Saturday 7:30 AM to 10:00 AM, (Market will open Sat. June 30 and run through September.)",-84.119596,34.420216,Local government building grounds,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,6/1/2012 7:59:37 AM
22002011,120.7 Union County Farmers Market,,805 Skyway Drive,Monroe,Union,North Carolina,28112,,-80.5496,34.9878,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002882,121.2 Tazewell Farmers Market,http://www.facebook.com/tazewellfarmersmarket,106 Gratton Rd,Tazewell,Tazewell,Virginia,24651,"May - October Tuesday 3:00 PM to 7:00 PM, Saturday 8:00 AM to 12:00 PM",-81.487452,37.123764,Other,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,5/10/2012 4:45:21 PM
21004652,121.6 Hazard-Perry County Farmers Market,,354 Perry Park Road,Hazard,Perry,Kentucky,41701,"January - December Wednesday 8:00 am to 4:00 pm, Saturday 8:00 am to 4:00 pm",-83.206,37.2741,Local government building grounds,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,N,5/4/2011 4:02:18 PM
1001130,122.2 Athens Farmers Market,http://www.athensfarmersmarket.net,300 College Ave,Athens,Clarke,Georgia,30601,April - October Wednesday 4:00 PM to 7:00 PM,-83.376135,33.959513,Local government building grounds,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,4/26/2012 6:42:20 PM
1000539,"122.3 Athens Farmers Market, LLC, Downtown",http://athensfarmersmarket.net,"City Hall, Washington & Lumpkin",Athens,Clarke,Georgia,30601,April - October Wednesday 4:00 PM to 7:00 PM,-83.3773109,33.959038,Local government building grounds,Y,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,4/25/2012 12:53:06 PM
1002415,122.6 Athens Locally Grown,http://athens.locallygrown.net,670 W. Broad Street,Athens,Clarke,Georgia,30603,"January - December Thursday 4:30 PM to 8:00 PM, (We take pre-orders all day on Monday and Tuesday through our website. Thursday is primarily for picking up those pre-orders.)",-83.383849,33.956318,Private business parking lot,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,5/7/2012 1:55:31 PM
1001130,122.6 Athens Farmers Market,http://www.athensfarmersmarket.net,705 Sunset Dr.,Athens,Clarke,Georgia,30606,April - October Saturday 8:00 AM to 12:00 PM November - December Saturday 9:00 AM to 12:00 PM,-83.41338,33.96575,Other,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,4/26/2012 6:42:20 PM
22004281,123.3 Oglethorpe Fresh,http://oglethorpefresh.com/,"Downtown Lexington, 106 West Main Street and Yellow Brick Shell,",Lexington,Oglethorpe County,Georgia,,,-83.1112,33.8698,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1004259,123.3 Oglethorpe Fresh Farmers Market,http://OglethorpeFresh.com,Hwy 78 and South Platt Street,Lexington,Oglethorpe,Georgia,30648,"May - October Tuesday 4:00 PM to 7:00 PM, Saturday 8:30 AM to 12:30 PM",-83.1110897,33.8693519,Other,N,N,N,N,N,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,5/29/2012 10:06:24 AM
22002007,123.6 Downtown Farmers Market I,,Muncipale parking lot on Franklin St. from funeral home,Dobson,Surry,North Carolina,27017,,-80.498,36.2434,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002819,125.1 Wytheville Farmers Market,http://www.wythevillefarmersmarket.com,355 East Main Street,Wytheville,Wythe,Virginia,24382,May - October Saturday 9:00 AM to 1:00 PM,-81.0659218,36.949977,Private business parking lot,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,5/9/2012 10:12:18 PM
22003661,125.3 Ellijay Farmers Market,,at the Farm Bureau parking lot,Ellijay,,Georgia,30540,,-84.4771,34.6903,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002204,125.3 Spout Springs Library Farmers Market,http://webpages.charter.net/srthomas625/spoutspringslibrarymarket.html,6488 Spout Springs Road,Flowery Branch,Hall,Georgia,30542,"May - October Thursday 4:00 PM to 7:00 PM, (We are the largest farmers market in Hall County Georgia)",-83.89486,34.15223,Other,Y,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,5/3/2012 1:50:32 PM
22000889,125.3 Gilmer County Farmers Market,,Broad Street,Ellijay,Gilmer,Georgia,30540,,-84.4803,34.6935,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun 3 2010 2:12PM
22003770,125.4 Mount Airy Farmers' Market,,218 Rockford Stree,Mt. Airy,Surry,North Carolina,27030,,-80.609,36.498,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22004103,126.0 Clay County Community Farmers Market,,Corner of Old 421 and US 421,Manchester,Clay,Kentucky,,,-83.7635,37.1367,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22003764,126.1 Farmers Cooperative Livestock & Flea Market,,Old Hwy 64 exit out of Lexington,Lexington,Davidson,North Carolina,27292,,-80.33,35.8466,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1001198,127.2 Southwest Virginia Farmers' Market,http://www.swvafarmersmarket.org/,497 Farmers Market Drive,Hillsville,Carroll,Virginia,24343,"January - December Monday - Sunday 8:00 AM to 5:00 PM, (During the months of April, May, June, July, August, September, October, the market will be open until 6 PM daily.)",-80.772514,36.741446,Local government building grounds,Y,N,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,4/27/2012 8:37:41 AM
22002531,128.8 Washington Farmers Market,,111 N. Allison St,Washington,Wilkes,Georgia,,,-82.7407,33.7372,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22004458,129.1 Oconee Farmers Market,http://www.oconeefarmersmarket.org,23 North Main Street,Watkinsville,Oconee,Georgia,30677,"April - December Saturday 8:00 AM to 1:00 PM, (From May thru August 2013 we will also operate a Tuesday 4-7pm market downtown.)",-83.4097748,33.8635033,Local government building grounds,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,4/17/2013 12:53:40 PM
22004968,129.4 Johnston Farmers Market,,Hwy 23 and Calhoun Street,Johnston,Saluda,South Carolina,,,-81.8095,33.8249,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
22000758,130.2 Lexington Farmers Market,http://www.LexingtonNCFarmersMarket.com,Railroad Street,Lexington,Davidson,North Carolina,27292,,-80.2519,35.821,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 23 2010 11:47PM
22003257,130.4 Pike County Farmers Market,,148 Trivette Drive,Pikeville,Pike,Kentucky,41501,,-82.5155,37.4822,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
21005863,130.9 Auburn Farmer's Market,http://www.cityofauburn-ga.org/,corner of Fourth Avenue and Mt. Moriah Road,Auburn,Barrow,Georgia,30011,January - December Wednesday 3:00 pm to 7:00 pm,-83.828,34.0137,Local government building grounds,N,N,N,N,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,2/19/2012 12:03:16 PM
22001883,131.1 Saluda County Farmers Market,,City Hall Parking Lot,Ridge Spring,Saluda,South Carolina,29129,,-81.6606,33.8451,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22002006,131.4 Stokes Farmers Market,,446 South Main Street,King,Stokes,North Carolina,27021,"May - October Wednesday 9:00 AM to 11:00 AM, Saturday 9:00 AM to 11:00 AM",-80.3618,36.273,Other,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,8/15/2012 11:48:32 AM
1000926,131.4 Bland County Farmers Market,http://www.bland.org,591 Main Street,Bland,Bland,Virginia,24315,May - October Saturday 9:00 AM to 12:00 PM,-81.11575,37.10159,Local government building grounds,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,4/26/2012 2:18:58 PM
22001899,131.5 Grace United Methodist Church Farmers Market,,410 Harbison Boulevard,Columbia,Richland,South Carolina,29212,,-81.1496,34.0805,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22005424,132.6 King Farmers Market,,105 Moore Road,King,Stokes,North Carolina,27021,"May - October Wednesday 11:00 AM to 1:00 PM, Saturday 11:00 AM to 1:00 PM",-80.341033,36.276501,Private business parking lot,N,Y,N,Y,N,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,Y,N,Y,N,N,Y,N,N,8/15/2012 11:56:34 AM
22002587,132.6 Pageland Farmers Market,,"3062 Highway. 601, north of city",Pageland,Chesterfield,South Carolina,29727,,-80.4131,34.8096,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1001072,133.5 Stanly County Farmers Market,http://www.albemarledowntown.com,100 Railroad St,Albemarle,Stanly,North Carolina,28001,,-80.20278,35.35027,Other,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,4/26/2012 4:17:20 PM
22005005,133.6 Local Farmers Market at the Shoppes at the Flight Deck in Lexington,,109 Old Chapin Rd.,Lexington,Lexington,South Carolina,29072,,-81.2465,33.9878,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
22003280,133.9 Downtown City Market,http://http:/www.dsfair.com,6th & Cherry Streets,Winston Salem,Forsyth,North Carolina,27109,,-80.2476,36.1012,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22003281,134.0 Winston Salem Retail Farmers Market,,Dixie Classic Fairgrounds,Winston-Salem,Forsyth,North Carolina,27109,,-80.2545,36.1255,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22001913,134.1 Cumberland County Farmers Market,,Highway 70,Crossville,Cumberland,Tennessee,38557,,-84.9026,35.9677,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22003283,134.1 Bradley County Farmers Market,,"Church Street, S.E.",Cleveland,Bradley,Tennessee,37311,,-84.8756,35.1583,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002557,134.2 Town of Lexington Farmers Market,http://www.lexsc.com/fm_index.htm,206 N. Church St.,Lexington,Lexington,South Carolina,29072,"May - October Saturday 9:00 AM to 1:00 PM, (Every Saturday from May 12 - October 27 )",-81.235951,33.983336,Local government building grounds,Y,N,N,N,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,Y,Y,N,5/8/2012 11:43:27 AM
21003682,134.2 Cobblestone Farmer's Market,,E. Third Street and Patterson,Winston-Salem,Forsyth,North Carolina,27101,January - December Tuesday 10:00 am to 1:00 pm,-80.2413,36.0981,Private business parking lot,N,N,N,N,N,Y,Y,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,N,Y,Y,N,N,4/27/2011 10:15:22 AM
22001895,134.5 Ashland United Methodist Church Farmers Market,http://www.ashlandumc.com/gallery/seeds/seeds.htm,2600 Ashland Road,Columbia,Richland,South Carolina,29210,,-81.1279,34.0412,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22003975,134.7 Lexington's Old Mill Farmers Market,,711 East Main Street,Lexington,Lexington,South Carolina,29072,,-81.2288,33.9776,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002266,"134.9 Bluefield, VA Farmers Market",,Walnut Street,Bluefield,Tazewell,Virginia,,May - October Friday 8:00 AM to 12:00 PM,-81.27162,37.251613,Local government building grounds,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,5/5/2012 4:55:32 PM
1004311,135.6 london-Laurel County Farmers Market,,Main and Dixie Streets,London,Laurel,Kentucky,40741,"May - October Tuesday 8:00 AM to 3:00 PM, Thursday 8:00 AM to 3:00 PM, Saturday 7:00 AM to 2:00 PM",-84.08118,37.125406,Local government building grounds,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,5/29/2012 11:09:38 PM
1002091,135.8 Northeast Farmers Market,http://www.Lakecarolina.com,Lake Carolina Town Center,Columbia,Richland,South Carolina,29229,"May - October Thursday 3:00 PM to 7:00 PM, (Some vendors set up and are open for business by 2:00 PM)",-80.8965,34.1774,Other,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,Y,Y,N,5/2/2012 6:39:37 AM
22002594,136.4 Virginia Wingard United Methodist Farmers Market,,1500 Broad River Road,Columbia,Richland,South Carolina,29210,,-81.0867,34.0309,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22000826,136.5 Suwanee Farmers Market,http://www.suwanee.com,370 Highway 23,Suwanee,Gwinnett,Georgia,30024,,-84.0664,34.0559,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 28 2010 11:00AM
22005232,138.0 St. Mark United Methodist Church-Seeds of Hope,,3200 Lyles St.,Columbia,Richland,South Carolina,29201,,-81.0521,34.0242,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1001416,138.3 Dayton Farmers Market,,Courthouse Square,Dayton,Rhea,Tennessee,37321,April - October Monday - Saturday 7:00 AM to 5:00 PM,-85.012615,35.495355,Local government building grounds,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,4/30/2012 8:53:48 AM
22002723,138.4 Jefferson Farmers Market,,Highway 151,Jefferson,Chesterfield,South Carolina,29718,,-80.3824,34.6717,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1003076,138.5 Brookwood Farmers Market,http://www.brookwoodfarmersmarket.com,Caney Road,Cumming,Forsyth,Georgia,30041,June - September Friday 4:00 PM to 7:00 PM,-84.1899215,34.1048891,Local government building grounds,Y,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,5/14/2012 3:18:29 PM
22000703,138.8 Community Farmers Market at Brookland Baptist Church,http://www.prosperityforall.org,1066 Sunset Blvd.,West Columbia,Richland,South Carolina,29169,,-81.0727,33.9971,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 19 2010 11:14PM
1002313,138.9 Sandhill Farmers Market,http://www.clemson.edu/sandhill,900 Clemson Road,Columbia,Richland,South Carolina,29229,"May - November Tuesday 2:00 PM to 7:00 PM, ((Open until dusk. Last day is NOV. 20))",-80.875812,34.132215,Federal/State government building grounds,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,5/7/2012 10:56:43 AM
22005258,139.2 The Carolina Apartments-Seeds of Hope,,"3201 Meadowlard Dr., , SC",Columbia,Richland,South Carolina,29201,,-80.999,34.037,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
22001875,139.3 Ebenezer Lutheran Church Farmers Market,http://www.ebenezerlutheran.org,1301 Richland Street,Columbia,Richland,South Carolina,29201,,-81.0361,34.0112,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22000104,139.6 Main Street Marketplace,,Corner of Hampton Street & Main Street,Columbia,Richland,South Carolina,29201,,-81.0357,34.0054,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 16 2010 9:49AM
22001627,139.8 Washington Street United Church Farmers Market,,1401 Bull Street,Columbia,Richland,South Carolina,29201,,-81.03,34.0055,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22001897,140.0 Trinity Episcopal Church Farmers Market,http://www.trinitysc.org,1100 Sumter Street,Columbia,Richland,South Carolina,29201,,-81.0314,34.0005,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
21004191,140.1 Draper Valley Farmer's Market,,3054 Greenbriar Road,Draper,Pulaski,Virginia,24324,January - December,-80.7422,37.0009,Private business parking lot,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,Y,N,N,4/29/2011 10:12:18 PM
